FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
180101;0000;;;;
180102;0000;;;;
180103;0000;;;;
180104;0000;;;;
180105;0000;;;;
180106;0000;;;;
180107;0000;;;;
180108;0000;;;;
180109;0000;;;;
180110;0000;;;;
180111;0000;;;;
180112;0000;;;;
180113;0000;;;;
180114;0000;;;;
180115;0000;;;;
180116;0000;;;;
180117;0000;;;;
180118;0000;;;;
180119;0000;;;;
180120;0000;;;;
180121;0000;;;;
180122;0000;;;;
180123;0000;;;;
180124;0000;;;;
180125;0000;;;;
180126;0000;;;;
180127;0000;;;;
180128;0000;;;;
180129;0000;;;;
180130;0000;;;;
180131;0000;;;;
180201;0000;;;;
180202;0000;;;;
180203;0000;;;;
180204;0000;;;;
180205;0000;;;;
180206;0000;;;;
180207;0000;;;;
180208;0000;;;;
180209;0000;;;;
180210;0000;;;;
180211;0000;;;;
180212;0000;;;;
180213;0000;;;;
180214;0000;;;;
180215;0000;;;;
180216;0000;;;;
180217;0000;;;;
180218;0000;;;;
180219;0000;;;;
180220;0000;;;;
180221;0000;;;;
180222;0000;;;;
180223;0000;;;;
180224;0000;;;;
180225;0000;;;;
180226;0000;;;;
180227;0000;;;;
180228;0000;;;;
180301;0000;;;;
180302;0000;;;;
180303;0000;;;;
180304;0000;;;;
180305;0000;;;;
180306;0000;;;;
180307;0000;;;;
180308;0000;;;;
180309;0000;;;;
180310;0000;;;;
180311;0000;;;;
180312;0000;;;;
180313;0000;;;;
180314;0000;;;;
180315;0000;;;;
180316;0000;;;;
180317;0000;;;;
180318;0000;;;;
180319;0000;;;;
180320;0000;;;;
180321;0000;;;;
180322;0000;;;;
180323;0000;;;;
180324;0000;;;;
180325;0000;;;;
180326;0000;;;;
180327;0000;;;;
180328;0000;;;;
180329;0000;;;;
180330;0000;;;;
180331;0000;;;;
180401;0000;;;;
180402;0000;;;;
180403;0000;;;;
180404;0000;;;;
180405;0000;;;;
180406;0000;;;;
180407;0000;;;;
180408;0000;;;;
180409;0000;;;;
180410;0000;;;;
180411;0000;;;;
180412;0000;;;;
180413;0000;;;;
180414;0000;;;;
180415;0000;;;;
180416;0000;;;;
180417;0000;;;;
180418;0000;;;;
180419;0000;;;;
180420;0000;;;;
180421;0000;;;;
180422;0000;;;;
180423;0000;;;;
180424;0000;;;;
180425;0000;;;;
180426;0000;;;;
180427;0000;;;;
180428;0000;;;;
180429;0000;;;;
180430;0000;;;;
180501;0000;;;;
180502;0000;;;;
180503;0000;;;;
180504;0000;;;;
180505;0000;;;;
180506;0000;;;;
180507;0000;;;;
180508;0000;;;;
180509;0000;;;;
180510;0000;;;;
180511;0000;;;;
180512;0000;;;;
180513;0000;;;;
180514;0000;;;;
180515;0000;;;;
180516;0000;;;;
180517;0000;;;;
180518;0000;;;;
180519;0000;;;;
180520;0000;;;;
180521;0000;;;;
180522;0000;;;;
180523;0000;;;;
180524;0000;;;;
180525;0000;;;;
180526;0000;;;;
180527;0000;;;;
180528;0000;;;;
180529;0000;;;;
180530;0000;;;;
180531;0000;;;;
180601;0000;1,08;;;
180602;0000;1;;;
180603;0000;1;;;
180604;0000;1;;;
180605;0000;1;;;
180606;0000;1;;;
180607;0000;1,03;;;
180608;0000;1,02;;;
180609;0000;1,01;;;
180610;0000;1;;;
180611;0000;1,01;;;
180612;0000;1,08;;;
180613;0000;1;;;
180614;0000;1,15;;;
180615;0000;1,38;;;
180616;0000;1,02;;;
180617;0000;1,09;;;
180618;0000;1,08;;;
180619;0000;1;;;
180620;0000;1,02;;;
180621;0000;1;;;
180622;0000;1,01;;;
180623;0000;1;;;
180624;0000;1,01;;;
180625;0000;1,29;;;
180626;0000;1,03;;;
180627;0000;1;;;
180628;0000;1;;;
180629;0000;1;;;
180630;0000;1;;;
180701;0000;1;;;
180702;0000;1;;;
180703;0000;1;;;
180704;0000;1;;;
180705;0000;1;;;
180706;0000;1;;;
180707;0000;1,01;;;
180708;0000;1;;;
180709;0000;1,02;;;
180710;0000;1,01;;;
180711;0000;1,14;;;
180712;0000;1;;;
180713;0000;1,02;;;
180714;0000;1,01;;;
180715;0000;1,2;;;
180716;0000;1;;;
180717;0000;1;;;
180718;0000;1;;;
180719;0000;1;;;
180720;0000;1,17;;;
180721;0000;1,05;;;
180722;0000;1,15;;;
180723;0000;1,19;;;
180724;0000;1;;;
180725;0000;1;;;
180726;0000;1,02;;;
180727;0000;1,07;;;
180728;0000;1;;;
180729;0000;1,12;;;
180730;0000;1,34;;;
180731;0000;1,04;;;
180801;0000;1,2;;;
180802;0000;1,02;;;
180803;0000;1,15;;;
180804;0000;1,25;;;
180805;0000;1,11;;;
180806;0000;1,06;;;
180807;0000;1,1;;;
180808;0000;1,11;;;
180809;0000;1,07;;;
180810;0000;1,04;;;
180811;0000;1;;;
180812;0000;1,04;;;
180813;0000;1;;;
180814;0000;1,03;;;
180815;0000;1,46;;;
180816;0000;1,18;;;
180817;0000;1,08;;;
180818;0000;1,17;;;
180819;0000;1,02;;;
180820;0000;1,1;;;
180821;0000;1,17;;;
180822;0000;1,01;;;
180823;0000;1,25;;;
180824;0000;1,14;;;
180825;0000;1;;;
180826;0000;1,01;;;
180827;0000;1,11;;;
180828;0000;1,21;;;
180829;0000;1,05;;;
180830;0000;1,17;;;
180831;0000;1,2;;;
180901;0000;1,24;;;
180902;0000;1,01;;;
180903;0000;1,03;;;
180904;0000;1,04;;;
180905;0000;1;;;
180906;0000;1;;;
180907;0000;1,02;;;
180908;0000;1;;;
180909;0000;1;;;
180910;0000;1;;;
180911;0000;1,04;;;
180912;0000;1,02;;;
180913;0000;1;;;
180914;0000;1,01;;;
180915;0000;1;;;
180916;0000;1,03;;;
180917;0000;1;;;
180918;0000;1;;;
180919;0000;1;;;
180920;0000;1;;;
180921;0000;1;;;
180922;0000;1;;;
180923;0000;1;;;
180924;0000;1,03;;;
180925;0000;1;;;
180926;0000;1;;;
180927;0000;;;;
180928;0000;;;;
180929;0000;;;;
180930;0000;;;;
181001;0000;;;;
181002;0000;1;;;
181003;0000;1,02;;;
181004;0000;1;;;
181005;0000;1;;;
181006;0000;1;;;
181007;0000;1,01;;;
181008;0000;1,01;;;
181009;0000;1;;;
181010;0000;1;;;
181011;0000;1;;;
181012;0000;1;;;
181013;0000;1;;;
181014;0000;1;;;
181015;0000;1;;;
181016;0000;1;;;
181017;0000;1;;;
181018;0000;1;;;
181019;0000;1,01;;;
181020;0000;1;;;
181021;0000;1,01;;;
181022;0000;1,15;;;
181023;0000;1;;;
181024;0000;1;;;
181025;0000;1,01;;;
181026;0000;1;;;
181027;0000;1,01;;;
181028;0000;1,18;;;
181029;0000;1,18;;;
181030;0000;1,02;;;
181031;0000;1,02;;;
181101;0000;1,01;;;
181102;0000;1,03;;;
181103;0000;1,04;;;
181104;0000;1,1;;;
181105;0000;1,02;;;
181106;0000;1,03;;;
181107;0000;1;;;
181108;0000;1,01;;;
181109;0000;1,03;;;
181110;0000;1,12;;;
181111;0000;1,07;;;
181112;0000;1,06;;;
181113;0000;1,05;;;
181114;0000;1,01;;;
181115;0000;1,16;;;
181116;0000;1,03;;;
181117;0000;1,03;;;
181118;0000;1;;;
181119;0000;1,01;;;
181120;0000;1;;;
181121;0000;1,02;;;
181122;0000;1,11;;;
181123;0000;1,1;;;
181124;0000;1,14;;;
181125;0000;1,22;;;
181126;0000;1,14;;;
181127;0000;1,35;;;
181128;0000;1,1;;;
181129;0000;1,02;;;
181130;0000;1;;;
181201;0000;1;;;
181202;0000;1,2;;;
181203;0000;1;;;
181204;0000;1;;;
181205;0000;1,09;;;
181206;0000;1,26;;;
181207;0000;1,04;;;
181208;0000;1,03;;;
181209;0000;1,04;;;
181210;0000;1,04;;;
181211;0000;1,1;;;
181212;0000;1,19;;;
181213;0000;1,02;;;
181214;0000;1,01;;;
181215;0000;1;;;
181216;0000;1,01;;;
181217;0000;1,1;;;
181218;0000;1,01;;;
181219;0000;1;;;
181220;0000;1,02;;;
181221;0000;1,04;;;
181222;0000;1,02;;;
181223;0000;1,05;;;
181224;0000;1,01;;;
181225;0000;1,07;;;
181226;0000;1,01;;;
181227;0000;1,04;;;
181228;0000;1;;;
181229;0000;1,21;;;
181230;0000;1,03;;;
181231;0000;;1;;
190101;0000;1,03;;;
190102;0000;1,19;;;
190103;0000;1,04;;;
190104;0000;1,24;;;
190105;0000;1,08;;;
190106;0000;1,02;;;
190107;0000;1,1;;;
190108;0000;1,03;;;
190109;0000;1,03;;;
190110;0000;1;;;
190111;0000;1;;;
190112;0000;1;;;
190113;0000;1;;;
190114;0000;1;;;
190115;0000;1;;;
190116;0000;1;;;
190117;0000;1;;;
190118;0000;1;;;
190119;0000;1;;;
190120;0000;1;;;
190121;0000;1;;;
190122;0000;1,02;;;
190123;0000;1,04;;;
190124;0000;1;;;
190125;0000;1;;;
190126;0000;1;;;
190127;0000;1;;;
190128;0000;1;;;
190129;0000;1;;;
190130;0000;1;;;
190131;0000;1;;;
190201;0000;1;;;
190202;0000;1;;;
190203;0000;1;;;
190204;0000;1;;;
190205;0000;1;;;
190206;0000;1;;;
190207;0000;1;;;
190208;0000;1;;;
190209;0000;1;;;
190210;0000;1,02;;;
190211;0000;1;;;
190212;0000;1;;;
190213;0000;1;;;
190214;0000;1;;;
190215;0000;1;;;
190216;0000;1;;;
190217;0000;1;;;
190218;0000;1;;;
190219;0000;1;;;
190220;0000;1;;;
190221;0000;1;;;
190222;0000;1;;;
190223;0000;1;;;
190224;0000;1;;;
190225;0000;1;;;
190226;0000;1;;;
190227;0000;1;;;
190228;0000;1;;;
190301;0000;1;;;
190302;0000;1;;;
190303;0000;1;;;
190304;0000;1;;;
190305;0000;1;;;
190306;0000;1;;;
190307;0000;1;;;
190308;0000;1;;;
190309;0000;1;;;
190310;0000;1;;;
190311;0000;1;;;
190312;0000;1;;;
190313;0000;1;;;
190314;0000;1;;;
190315;0000;1;;;
190316;0000;1;;;
190317;0000;1,01;;;
190318;0000;1;;;
190319;0000;1;;;
190320;0000;1;;;
190321;0000;1,01;;;
190322;0000;1,02;;;
190323;0000;1;;;
190324;0000;1;;;
190325;0000;1;;;
190326;0000;1,03;;;
190327;0000;1;;;
190328;0000;1;;;
190329;0000;1;;;
190330;0000;1;;;
190331;0000;1,07;;;
190401;0000;1;;;
190402;0000;1;;;
190403;0000;1,03;;;
190404;0000;1;;;
190405;0000;1;;;
190406;0000;1;;;
190407;0000;1;;;
190408;0000;1;;;
190409;0000;1;;;
190410;0000;1;;;
190411;0000;1;;;
190412;0000;1;;;
190413;0000;1;;;
190414;0000;1;;;
190415;0000;1;;;
190416;0000;1;;;
190417;0000;1;;;
190418;0000;1;;;
190419;0000;1;;;
190420;0000;1;;;
190421;0000;1;;;
190422;0000;1;;;
190423;0000;1;;;
190424;0000;1;;;
190425;0000;1;;;
190426;0000;1;;;
190427;0000;1;;;
190428;0000;1;;;
190429;0000;1;;;
190430;0000;1;;;
190501;0000;1,01;;;
190502;0000;1;;;
190503;0000;1;;;
190504;0000;1,16;;;
190505;0000;1;;;
190506;0000;1;;;
190507;0000;1;;;
190508;0000;1;;;
190509;0000;1;;;
190510;0000;1;;;
190511;0000;1;;;
190512;0000;1;;;
190513;0000;1;;;
190514;0000;1;;;
190515;0000;1;;;
190516;0000;1;;;
190517;0000;1;;;
190518;0000;1;;;
190519;0000;1;;;
190520;0000;1;;;
190521;0000;1;;;
190522;0000;1;;;
190523;0000;1;;;
190524;0000;1;;;
190525;0000;1;;;
190526;0000;1;;;
190527;0000;1,04;;;
190528;0000;1;;;
190529;0000;1,01;;;
190530;0000;1,01;;;
190531;0000;1;;;
190601;0000;1;;;
190602;0000;1;;;
190603;0000;1;;;
190604;0000;1;;;
190605;0000;1;;;
190606;0000;1;;;
190607;0000;1;;;
190608;0000;1;;;
190609;0000;1;;;
190610;0000;1;;;
190611;0000;1;;;
190612;0000;1;;;
190613;0000;1;;;
190614;0000;1;;;
190615;0000;1;;;
190616;0000;1;;;
190617;0000;1;;;
190618;0000;1;;;
190619;0000;1;;;
190620;0000;1;;;
190621;0000;1;;;
190622;0000;1;;;
190623;0000;1;;;
190624;0000;1;;;
190625;0000;1;;;
190626;0000;1;;;
190627;0000;1,01;;;
190628;0000;1;;;
190629;0000;1,12;;;
190630;0000;1,01;;;
190701;0000;1;;;
190702;0000;1;;;
190703;0000;1;;;
190704;0000;1;;;
190705;0000;1;;;
190706;0000;1;;;
190707;0000;1;;;
190708;0000;1;;;
190709;0000;1;;;
190710;0000;1,01;;;
190711;0000;1;;;
190712;0000;1;;;
190713;0000;1;;;
190714;0000;1;;;
190715;0000;1;;;
190716;0000;1,01;;;
190717;0000;1;;;
190718;0000;1;;;
190719;0000;1;;;
190720;0000;1;;;
190721;0000;1,03;;;
190722;0000;1;;;
190723;0000;1;;;
190724;0000;1;;;
190725;0000;1,01;;;
190726;0000;1;;;
190727;0000;1;;;
190728;0000;1;;;
190729;0000;1;;;
190730;0000;1;;;
190731;0000;1;;;
190801;0000;1;;;
190802;0000;1;;;
190803;0000;1;;;
190804;0000;1;;;
190805;0000;1;;;
190806;0000;1;;;
190807;0000;1;;;
190808;0000;1,01;;;
190809;0000;1;;;
190810;0000;1;;;
190811;0000;1;;;
190812;0000;1;;;
190813;0000;1;;;
190814;0000;1;;;
190815;0000;1;;;
190816;0000;1;;;
190817;0000;1;;;
190818;0000;1;;;
190819;0000;1;;;
190820;0000;1;;;
190821;0000;1;;;
190822;0000;1;;;
190823;0000;1;;;
190824;0000;1;;;
190825;0000;1;;;
190826;0000;1;;;
190827;0000;1;;;
190828;0000;1;;;
190829;0000;1;;;
190830;0000;1;;;
190831;0000;1;;;
190901;0000;1;;;
190902;0000;1;;;
190903;0000;1;;;
190904;0000;1;;;
190905;0000;1;;;
190906;0000;1;;;
190907;0000;1;;;
190908;0000;1;;;
190909;0000;1;;;
190910;0000;1;;;
190911;0000;1;;;
190912;0000;1;;;
190913;0000;1;;;
190914;0000;1;;;
190915;0000;1;;;
190916;0000;1;;;
190917;0000;1;;;
190918;0000;1;;;
190919;0000;1;;;
190920;0000;1;;;
190921;0000;1;;;
190922;0000;1;;;
190923;0000;1;;;
190924;0000;1;;;
190925;0000;1;;;
190926;0000;1;;;
190927;0000;1;;;
190928;0000;1;;;
190929;0000;1;;;
190930;0000;1;;;
191001;0000;1;;;
191002;0000;1;;;
191003;0000;1;;;
191004;0000;1;;;
191005;0000;1;;;
191006;0000;1;;;
191007;0000;1;;;
191008;0000;1;;;
191009;0000;1;;;
191010;0000;1;;;
191011;0000;1;;;
191012;0000;1;;;
191013;0000;1;;;
191014;0000;1,01;;;
191015;0000;1;;;
191016;0000;1;;;
191017;0000;1,01;;;
191018;0000;1;;;
191019;0000;1;;;
191020;0000;1;;;
191021;0000;1;;;
191022;0000;1;;;
191023;0000;1;;;
191024;0000;1,01;;;
191025;0000;1;;;
191026;0000;1;;;
191027;0000;1;;;
191028;0000;1;;;
191029;0000;1;;;
191030;0000;1;;;
191031;0000;1;;;
191101;0000;1;;;
191102;0000;1;;;
191103;0000;1;;;
191104;0000;1;;;
191105;0000;1;;;
191106;0000;1;;;
191107;0000;1;;;
191108;0000;1;;;
191109;0000;1;;;
191110;0000;1;;;
191111;0000;1;;;
191112;0000;1;;;
191113;0000;1;;;
191114;0000;1,01;;;
191115;0000;1;;;
191116;0000;1;;;
191117;0000;1,01;;;
191118;0000;1;;;
191119;0000;1;;;
191120;0000;1;;;
191121;0000;1;;;
191122;0000;1;;;
191123;0000;1;;;
191124;0000;1;;;
191125;0000;1;;;
191126;0000;1;;;
191127;0000;1;;;
191128;0000;1;;;
191129;0000;1;;;
191130;0000;1;;;
191201;0000;1,06;;;
191202;0000;1;;;
191203;0000;1;;;
191204;0000;1;;;
191205;0000;1;;;
191206;0000;1;;;
191207;0000;1;;;
191208;0000;1,01;;;
191209;0000;1,02;;;
191210;0000;1;;;
191211;0000;1;;;
191212;0000;1;;;
191213;0000;1;;;
191214;0000;1;;;
191215;0000;1;;;
191216;0000;1;;;
191217;0000;1;;;
191218;0000;1;;;
191219;0000;1;;;
191220;0000;1;;;
191221;0000;1;;;
191222;0000;1;;;
191223;0000;1;;;
191224;0000;1;;;
191225;0000;1;;;
191226;0000;1;;;
191227;0000;1;;;
191228;0000;1;;;
191229;0000;1;;;
191230;0000;1;;;
191231;0000;1,03;;;
200101;0000;1,01;;;
200102;0000;1,07;;;
200103;0000;1;;;
200104;0000;1;;;
200105;0000;1;;;
200106;0000;1,01;;;
200107;0000;1;;;
200108;0000;1;;;
200109;0000;1;;;
200110;0000;1;;;
200111;0000;1;;;
200112;0000;1;;;
200113;0000;1;;;
200114;0000;1;;;
200115;0000;1;;;
200116;0000;1;;;
200117;0000;1;;;
200118;0000;1;;;
200119;0000;1;;;
200120;0000;1;;;
200121;0000;1;;;
200122;0000;1;;;
200123;0000;;;;
200124;0000;;;;
200125;0000;1;;;
200126;0000;1;;;
200127;0000;1;;;
200128;0000;1;;;
200129;0000;1;;;
200130;0000;1;;;
200131;0000;1;;;
200201;0000;1;;;
200202;0000;1;;;
200203;0000;1;;;
200204;0000;1;;;
200205;0000;1;;;
200206;0000;1;;;
200207;0000;1;;;
200208;0000;1;;;
200209;0000;1;;;
200210;0000;1;;;
200211;0000;1;;;
200212;0000;1;;;
200213;0000;1;;;
200214;0000;1,01;;;
200215;0000;1;;;
200216;0000;1;;;
200217;0000;1,01;;;
200218;0000;1;;;
200219;0000;1;;;
200220;0000;1;;;
200221;0000;1;;;
200222;0000;1;;;
200223;0000;1;;;
200224;0000;1;;;
200225;0000;1,05;;;
200226;0000;1,01;;;
200227;0000;1,02;;;
200228;0000;1,04;;;
200229;0000;1,01;;;
200301;0000;1;;;
200302;0000;1;;;
200303;0000;1;;;
200304;0000;1,01;;;
200305;0000;1;;;
200306;0000;;;;
200307;0000;1;;;
200308;0000;1,01;;;
200309;0000;1;;;
200310;0000;1;;;
200311;0000;1;;;
200312;0000;1;;;
200313;0000;1;;;
200314;0000;1;;;
200315;0000;1;;;
200316;0000;1;;;
200317;0000;1;;;
200318;0000;1;;;
200319;0000;1,01;;;
200320;0000;1;;;
200321;0000;1;;;
200322;0000;;1;;
200323;0000;;1,01;;
200324;0000;1;;;
200325;0000;1;;;
200326;0000;1;;;
200327;0000;;1,07;;
200328;0000;1;;;
200329;0000;1;;;
200330;0000;;1,01;;
200331;0000;1;;;
200401;0000;1;;;
200402;0000;1;;;
200403;0000;;1;;
200404;0000;;1;;
200405;0000;1;;;
200406;0000;1,18;;;
200407;0000;1,24;;;
200408;0000;1,27;;;
200409;0000;1,12;;;
200410;0000;1;;;
200411;0000;1,01;;;
200412;0000;1;;;
200413;0000;1,02;;;
200414;0000;1,02;;;
200415;0000;1,23;;;
200416;0000;1,04;;;
200417;0000;1,03;;;
200418;0000;1;;;
200419;0000;1;;;
200420;0000;1;;;
200421;0000;1,06;;;
200422;0000;1;;;
200423;0000;1;;;
200424;0000;1,01;;;
200425;0000;1,04;;;
200426;0000;1;;;
200427;0000;1;;;
200428;0000;;;;
200429;0000;;;;
200430;0000;1;;;
200501;0000;1;;;
200502;0000;1;;;
200503;0000;1;;;
200504;0000;1,01;;;
200505;0000;1;;;
200506;0000;1,03;;;
200507;0000;1;;;
200508;0000;1;;;
200509;0000;;1;;
200510;0000;;1;;
200511;0000;1,01;;;
200512;0000;1,17;;;
200513;0000;1,01;;;
200514;0000;1;;;
200515;0000;1;;;
200516;0000;1;;;
200517;0000;1;;;
200518;0000;1;;;
200519;0000;1;;;
200520;0000;1;;;
200521;0000;1,01;;;
200522;0000;;;;
200523;0000;;;4,16;
200524;0000;;;3,72;
200525;0000;;;3,81;
200526;0000;;;3,98;
200527;0000;;;2,63;
200528;0000;1;;;
200529;0000;1;;;
200530;0000;;1;;
200531;0000;;1;;
200601;0000;;1;;
200602;0000;;1;;
200603;0000;1;;;
200604;0000;1;;;
200605;0000;1,03;;;
200606;0000;1,03;;;
200607;0000;1,01;;;
200608;0000;;;;
200609;0000;;;1,01;
200610;0000;1;;;
200611;0000;1;;;
200612;0000;1;;;
200613;0000;;1;;
200614;0000;;1;;
200615;0000;;1;;
200616;0000;;;;
200617;0000;;;;
200618;0000;;;;
200619;0000;1;;;
200620;0000;1;;;
200621;0000;;1;;
200622;0000;;1;;
200623;0000;1,01;;;
200624;0000;1;;;
200625;0000;1;;;
200626;0000;;1;;
200627;0000;;1;;
200628;0000;1;;;
200629;0000;1;;;
200630;0000;1,03;;;
200701;0000;1;;;
200702;0000;1;;;
200703;0000;;1;;
200704;0000;;1;;
200705;0000;;1;;
200706;0000;;1,03;;
200707;0000;1;;;
200708;0000;1;;;
200709;0000;1;;;
200710;0000;1;;;
200711;0000;1;;;
200712;0000;;1;;
200713;0000;;1;;
200714;0000;1;;;
200715;0000;1,05;;;
200716;0000;1;;;
200717;0000;1;;;
200718;0000;;1;;
200719;0000;;1;;
200720;0000;;1;;
200721;0000;;1;;
200722;0000;1;;;
200723;0000;1;;;
200724;0000;;1;;
200725;0000;1,01;;;
200726;0000;1;;;
200727;0000;1;;;
200728;0000;;1,02;;
200729;0000;1;;;
200730;0000;1;;;
200731;0000;;1;;
200801;0000;;1;;
200802;0000;;1;;
200803;0000;;1;;
200804;0000;;1;;
200805;0000;1;;;
200806;0000;1;;;
200807;0000;;1;;
200808;0000;;1;;
200809;0000;;1;;
200810;0000;;1;;
200811;0000;1;;;
200812;0000;1;;;
200813;0000;;1;;
200814;0000;;1;;
200815;0000;;1;;
200816;0000;;1;;
200817;0000;;1;;
200818;0000;;1;;
200819;0000;;1;;
200820;0000;;1;;
200821;0000;;1;;
200822;0000;1;;;
200823;0000;1;;;
200824;0000;;1;;
200825;0000;;1;;
200826;0000;;1;;
200827;0000;;1;;
200828;0000;1;;;
200829;0000;1;;;
200830;0000;;1;;
200831;0000;;1;;
200901;0000;;1;;
200902;0000;;1;;
200903;0000;;1;;
200904;0000;;1;;
200905;0000;1;;;
200906;0000;1;;;
200907;0000;1,01;;;
200908;0000;1;;;
200909;0000;1;;;
200910;0000;1;;;
200911;0000;;1;;
200912;0000;;1;;
200913;0000;;1;;
200914;0000;1,01;;;
200915;0000;1;;;
200916;0000;1;;;
200917;0000;1;;;
200918;0000;1;;;
200919;0000;;1;;
200920;0000;;1;;
200921;0000;;1;;
200922;0000;;1;;
200923;0000;;1,04;;
200924;0000;1;;;
200925;0000;1;;;
200926;0000;1;;;
200927;0000;;;;
200928;0000;;;;
200929;0000;;;;
200930;0000;1;;;
201001;0000;1;;;
201002;0000;1;;;
201003;0000;1;;;
201004;0000;;;;
201005;0000;;1;;
201006;0000;;1;;
201007;0000;1;;;
201008;0000;1;;;
201009;0000;;1;;
201010;0000;;1;;
201011;0000;;1;;
201012;0000;;;;
201013;0000;;;;
201014;0000;1;;;
201015;0000;1;;;
201016;0000;;1;;
201017;0000;;1;;
201018;0000;;1;;
201019;0000;;1;;
201020;0000;;1;;
201021;0000;1;;;
201022;0000;1;;;
201023;0000;;1;;
201024;0000;1;;;
201025;0000;1;;;
201026;0000;1,02;;;
201027;0000;1;;;
201028;0000;1,09;;;
201029;0000;1,02;;;
201030;0000;1;;;
201031;0000;1;;;
201101;0000;;1;;
201102;0000;;1;;
201103;0000;;1;;
201104;0000;;1;;
201105;0000;;1;;
201106;0000;;1;;
201107;0000;;1;;
201108;0000;;1;;
201109;0000;;1;;
201110;0000;1;;;
201111;0000;1,01;;;
201112;0000;1;;;
201113;0000;1;;;
201114;0000;;1;;
201115;0000;;1;;
201116;0000;;1;;
201117;0000;;1;;
201118;0000;;1;;
201119;0000;1;;;
201120;0000;1;;;
201121;0000;;1;;
201122;0000;;1;;
201123;0000;;1;;
201124;0000;1;;;
201125;0000;1;;;
201126;0000;1,01;;;
201127;0000;1;;;
201128;0000;1;;;
201129;0000;;1;;
201130;0000;;1;;
201201;0000;;1;;
201202;0000;;1,02;;
201203;0000;1;;;
201204;0000;1;;;
201205;0000;;1;;
201206;0000;;1;;
201207;0000;;1;;
201208;0000;;1;;
201209;0000;;1;;
201210;0000;;1;;
201211;0000;;1;;
201212;0000;;1;;
201213;0000;;1;;
201214;0000;;1;;
201215;0000;;1;;
201216;0000;;1;;
